cord_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu,
f1_fuel_2005_12_108_0_10,108.00,2005.00,mohave 1 & 2,coal,ton,690119.00,22.44,37.33,40.60,1.66,
f1_fuel_2005_12_108_0_11,108.00,2005.00,mohave 1 & 2,gas,mcf,26862.00,1.00,9.34,9.34,9.34,
f1_fuel_2005_12_108_0_13,108.00,2005.00,"navajo 1,2,3",coal,ton,879301.00,21.73,27.39,26.03,1.26,
f1_fuel_2005_12_108_1_1,108.00,2005.00,clark 4,gas,mcf,19990.00,1.03,7.59,7.59,7.37,
f1_fuel_2005_12_108_1_4,108.00,2005.00,sunrise 2,gas,mcf,109186.00,1.03,7.89,7.89,7.67,
f1_fuel_2005_12_108_1_7,108.00,2005.00,"sun peak 3, 4, 5",gas,mcf,733384.00,1.04,7.77,7.77,7.51,
f1_fuel_2005_12_108_1_10,108.00,2005.00,reid gardner 4,coal,ton,88519.00,21.62,40.67,39.88,1.88,
f1_fuel_2005_12_108_1_11,108.00,2005.00,reid gardner 4,oil,bbl,599.00,5.56,108.65,63.98,19.53,
f1_fuel_2005_12_108_1_13,108.00,2005.00,"clark 5,6,7,8,9,10",gas,mcf,20360368.0,1.03,8.03,8.03,7.77,
f1_fuel_2005_12_108_2_1,108.00,2005.00,harry allen 3,gas,mcf,224130.00,1.05,7.59,7.59,7.25,
f1_fuel_2005_12_169_0_2,169.00,2005.00,grand gulf unit 1,nuclear,mwhth,27611555.0,3.41,1.36,0.00,0.40,
f1_fuel_2005_12_52_0_1,52.00,2005.00,independence unit 2,coal,,434459.00,21.27,26.30,0.00,1.49,
f1_fuel_2005_12_99_0_1,99.00,2005.00,daniel,coal,ton,1698062.00,21.00,44.05,0.00,2.08,
f1_fuel_2005_12_99_0_4,99.00,2005.00,eaton,gas,mcf,109803.00,1.00,10.85,0.00,10.60,
f1_fuel_2005_12_99_0_7,99.00,2005.00,greene county,coal,ton,636549.00,23.00,51.39,0.00,2.22,
f1_fuel_2005_12_99_0_9,99.00,2005.00,greene county,gas,mcf,43909.00,1.00,10.88,0.00,10.54,
f1_fuel_2005_12_99_0_10,99.00,2005.00,sweatt,gas,mcf,128345.00,1.00,11.47,0.00,11.09,
f1_fuel_2005_12_99_0_13,99.00,2005.00,sweatt ct,gas,mcf,5217.00,1.00,8.45,0.00,8.21,
f1_fuel_2005_12_99_1_1,99.00,2005.00,watson,coal,ton,1641061.00,23.00,49.45,0.00,2.19,
f1_fuel_2005_12_99_1_3,99.00,2005.00,watson,gas,mcf,637171.00,1.00,10.42,0.00,9.82,
f1_fuel_2005_12_99_1_4,99.00,2005.00,watson ct,gas,mcf,2383.00,1.00,15.60,0.00,15.30,
f1_fuel_2005_12_99_1_10,99.00,2005.00,daniel cc,gas,mcf,19936596.0,1.00,9.22,0.00,8.90,
f1_fuel_2005_12_146_0_1,146.00,2005.00,schiller,coal,ton,480135.00,26.24,71.68,59.17,2.73,
f1_fuel_2005_12_146_0_4,146.00,2005.00,merrimack,coal,ton,1225667.00,25.76,71.82,72.55,2.79,
f1_fuel_2005_12_146_0_5,146.00,2005.00,merrimack,oil,bbl,2978.00,5.786676000000001,78.86,75.55,13.63,
f1_fuel_2005_12_146_0_7,146.00,2005.00,newington,oil,bbl,2027172.00,6.481523999999999,32.91,35.90,5.08,
f1_fuel_2005_12_146_0_8,146.00,2005.00,newington,oil,bbl,21672.00,5.79,71.31,70.35,12.31,
f1_fuel_2005_12_146_0_13,146.00,2005.00,merrimack,oil,bbl,1838.00,5.5900739999999995,65.20,89.59,11.66,
f1_fuel_2005_12_146_1_1,146.00,2005.00,lost nation,oil,bbl,2848.00,5.8918859999999995,61.21,79.59,10.39,
f1_fuel_2005_12_146_1_4,146.00,2005.00,white lake,oil,bbl,5722.00,5.51,77.03,89.87,13.97,
f1_fuel_2005_12_146_1_7,146.00,2005.00,schiller,oil,bbl,1412.00,5.74,81.33,98.37,14.18,
f1_fuel_2005_12_98_0_1,98.00,2005.00,boswell,coal,ton,3847607.00,18.02,18.67,18.77,1.04,
f1_fuel_2005_12_98_0_2,98.00,2005.00,boswell,oil,bbl,14704.00,5.7540000000000004,67.39,77.60,11.71,
f1_fuel_2005_12_98_0_4,98.00,2005.00,laskin,coal,ton,473992.00,18.78,22.10,22.18,1.18,
f1_fuel_2005_12_98_0_5,98.00,2005.00,laskin,oil,bbl,678.00,5.7540000000000004,67.66,75.82,11.75,
f1_fuel_2005_12_98_0_6,98.00,2005.00,laskin,gas,mcf,6140.00,1.01,8.44,8.44,8.39,
f1_fuel_2005_12_98_0_7,98.00,2005.00,hibbard,other,,884918.00,0.00,3.50,3.50,0.00,
f1_fuel_2005_12_171_0_1,171.00,2005.00,units 1 - 3,coal,,1595218.00,21.88,38.93,38.40,1.82,
f1_fuel_2005_12_171_0_2,171.00,2005.00,units 1 - 3,gas,,26160.00,1.01,8.90,8.90,8.82,
f1_fuel_2005_12_171_0_4,171.00,2005.00,unit 4,coal,,587664.00,21.94,38.93,38.28,1.82,
f1_fuel_2005_12_171_0_5,171.00,2005.00,unit 4,gas,,34085.00,1.01,8.90,8.90,8.82,
f1_fuel_2005_12_147_0_1,147.00,2005.00,san juan (1),coal,ton,3203007.00,19.418000000000003,30.65,35.66,1.58,
f1_fuel_2005_12_147_0_2,147.00,2005.00,san juan (1),oil,bbl,25415.00,5.66,82.72,79.51,14.61,
f1_fuel_2005_12_147_0_4,147.00,2005.00,four corners (1),coal,ton,790778.00,17.836000000000002,23.86,23.86,1.34,
f1_fuel_2005_12_147_0_5,147.00,2005.00,four corners (1),gas,mcf,29604.00,1.01,8.11,8.11,8.01,
f1_fuel_2005_12_147_0_7,147.00,2005.00,reeves,gas,mcf,1250597.00,1.03,5.85,5.85,5.65,
f1_fuel_2005_12_147_0_13,147.00,2005.00,palo verde (1),nuclear,kgU,420.00,0.07,30488.24,1122.41,0.46,
f1_fuel_2005_12_147_1_1,147.00,2005.00,lordsburg turbine,gas,mcf,1091051.00,1.01,8.22,8.22,8.10,
f1_fuel_2005_12_147_1_4,147.00,2005.00,afton turbine,gas,mcf,562974.00,1.03,7.47,7.47,7.28,
f1_fuel_2005_12_67_0_1,67.00,2005.00,mt. tom,coal,ton,459776.00,22.55,86.45,86.11,3.83,
f1_fuel_2005_12_67_0_2,67.00,2005.00,mt. tom,oil,bbl,1961.00,5.82,77.31,73.35,13.28,
f1_fuel_2005_12_56_0_1,56.00,2005.00,cape canaveral,oil,bbl,2956534.00,6.40,39.41,39.41,6.16,
f1_fuel_2005_12_56_0_2,56.00,2005.00,cape canaveral,gas,mcf,6161246.00,1.04,9.16,9.16,9.16,
f1_fuel_2005_12_56_0_4,56.00,2005.00,cutler,gas,mcf,2179224.00,1.04,8.74,8.74,8.74,
f1_fuel_2005_12_56_0_7,56.00,2005.00,port everglades,oil,bbl,6353343.00,6.364806000000001,40.80,40.80,6.41,
f1_fuel_2005_12_56_0_8,56.00,2005.00,port everglades,gas,mcf,4264527.00,1.05,8.92,8.92,8.92,
f1_fuel_2005_12_56_0_10,56.00,2005.00,riviera,oil,bbl,3336294.00,6.34,39.90,39.90,6.29,
f1_fuel_2005_12_56_0_11,56.00,2005.00,riviera,gas,mcf,308183.00,1.06,8.77,8.77,8.77,
f1_fuel_2005_12_56_0_13,56.00,2005.00,sanford,oil,bbl,349424.00,6.370979999999999,38.74,38.74,6.08,
f1_fuel_2005_12_56_0_14,56.00,2005.00,sanford,gas,mcf,62242.00,1.04,9.61,9.61,9.61,
f1_fuel_2005_12_56_1_1,56.00,2005.00,turkey point,oil,bbl,3689663.00,6.40,39.99,39.99,6.24,
f1_fuel_2005_12_56_1_2,56.00,2005.00,turkey point,gas,mcf,6226223.00,1.05,9.51,9.51,9.51,
f1_fuel_2005_12_56_1_7,56.00,2005.00,manatee,oil,bbl,8045629.00,6.3839999999999995,39.06,39.06,6.12,
f1_fuel_2005_12_56_1_8,56.00,2005.00,manatee,gas,mcf,4588518.00,1.06,8.54,8.54,8.54,
f1_fuel_2005_12_56_1_10,56.00,2005.00,martin,oil,bbl,5486565.00,6.40,39.22,39.22,6.13,
f1_fuel_2005_12_56_1_11,56.00,2005.00,martin,gas,mcf,20366634.0,1.07,9.29,9.93,9.29,
f1_fuel_2005_12_56_1_13,56.00,2005.00,scherer unit no. 4,oil,bbl,1540.00,5.82,55.62,55.62,9.56,
f1_fuel_2005_12_56_1_14,56.00,2005.00,scherer unit no. 4,coal,ton,2434631.00,17.27,30.26,30.26,1.75,
f1_fuel_2005_12_56_2_1,56.00,2005.00,st. johns river,oil,bbl,17894.00,5.76,65.78,65.78,11.41,
f1_fuel_2005_12_56_2_2,56.00,2005.00,st. johns river,coal,ton,695245.00,24.03,44.79,44.79,1.86,
f1_fuel_2005_12_56_2_10,56.00,2005.00,ft. myers,oil,bbl,58236.00,5.80,65.64,65.64,11.31,
f1_fuel_2005_12_56_2_13,56.00,2005.00,lauderdale,oil,bbl,33120.00,5.536986000000001,53.27,53.27,9.62,
f1_fuel_2005_12_56_2_14,56.00,2005.00,lauderdale,gas,mcf,1763921.00,1.04,9.09,9.09,9.09,
f1_fuel_2005_12_56_3_1,56.00,2005.00,port everglades,oil,bbl,9521.00,5.536986000000001,56.15,56.15,10.14,
f1_fuel_2005_12_56_3_2,56.00,2005.00,port everglades,gas,mcf,717487.00,1.06,9.78,9.78,9.78,
f1_fuel_2005_12_56_3_4,56.00,2005.00,martin 8,oil,bbl,35667.00,6.356993999999999,102.91,102.91,16.19,
f1_fuel_2005_12_56_3_5,56.00,2005.00,martin 8,gas,mcf,23264626.0,1.07,10.69,10.69,10.69,
f1_fuel_2005_12_56_3_7,56.00,2005.00,ft. myers,gas,mcf,64815101.0,1.03,8.65,8.65,8.65,
f1_fuel_2005_12_56_3_10,56.00,2005.00,lauderdale,oil,bbl,112613.00,5.536986000000001,64.48,64.48,11.65,
f1_fuel_2005_12_56_3_11,56.00,2005.00,lauderdale,gas,mcf,39492619.0,1.06,8.71,8.71,8.71,
f1_fuel_2005_12_56_3_13,56.00,2005.00,martin 3 & 4,gas,mcf,39634868.0,1.07,9.05,9.05,9.05,
f1_fuel_2005_12_56_4_1,56.00,2005.00,putnam,oil,bbl,9997.00,5.809019999999999,46.05,46.05,7.93,
f1_fuel_2005_12_56_4_2,56.00,2005.00,putnam,gas,mcf,7213355.00,1.04,8.98,8.98,8.98,
f1_fuel_2005_12_56_4_4,56.00,2005.00,sanford,gas,mcf,91621163.0,1.04,8.74,8.74,8.74,
f1_fuel_2005_12_56_4_7,56.00,2005.00,ft. myers,oil,bbl,49663.00,5.81,59.85,59.85,10.31,
f1_fuel_2005_12_56_4_8,56.00,2005.00,ft. myers,gas,mcf,3097570.00,1.04,8.94,8.94,8.94,
f1_fuel_2005_12_56_4_10,56.00,2005.00,manatee,gas,mcf,22734099.0,1.07,11.97,11.97,11.97,
f1_fuel_2005_12_193_0_2,193.00,2005.00,valley-total,coal,ton,779593.00,24.24,46.69,46.69,1.93,
f1_fuel_2005_12_193_0_3,193.00,2005.00,valley-total,gas,mcf,36538.00,1.01,9.62,9.62,9.50,
f1_fuel_2005_12_193_0_7,193.00,2005.00,presque isle-total,oil,bbl,20357.00,5.82,71.80,71.80,12.342260000000001,
f1_fuel_2005_12_193_0_9,193.00,2005.00,presque isle-total,coal,ton,1916948.00,20.87,35.55,35.55,1.70,
f1_fuel_2005_12_193_0_11,193.00,2005.00,so oak creek-total,gas,mcf,540816.00,1.01,9.14,9.14,9.05,
f1_fuel_2005_12_193_0_12,193.00,2005.00,so oak creek-total,coal,ton,3255129.00,17.733999999999998,21.23,21.23,1.20,
f1_fuel_2005_12_193_1_2,193.00,2005.00,pleasant prairie-tot,gas,mcf,136131.00,1.01,9.75,9.75,9.66,
f1_fuel_2005_12_193_1_3,193.00,2005.00,pleasant prairie-tot,coal,ton,5467566.00,16.868000000000002,15.84,15.84,0.94,
f1_fuel_2005_12_193_1_4,193.00,2005.00,germantown-total,gas,mcf,853147.00,1.01,8.48,8.48,8.40,
f1_fuel_2005_12_193_1_5,193.00,2005.00,germantown-total,oil,bbl,32158.00,5.82,63.06,63.06,10.84,
f1_fuel_2005_12_193_1_11,193.00,2005.00,point beach-1 unit,oil,bbl,570.00,5.82,55.83,55.83,9.60,
f1_fuel_2005_12_193_1_13,193.00,2005.00,oak creek-1 unit,gas,mcf,38692.00,1.01,12.03,12.03,11.91,
f1_fuel_2005_12_193_2_1,193.00,2005.00,edgewater-1 unit,coal,ton,317036.00,17.46,23.20,23.20,1.3284200000000002,
f1_fuel_2005_12_193_2_3,193.00,2005.00,edgewater-1 unit,oil,bbl,1895.00,5.82,72.63,72.63,12.49,
f1_fuel_2005_12_193_2_4,193.00,2005.00,concord-total,gas,mcf,3559995.00,1.01,8.74,8.74,8.65,
f1_fuel_2005_12_193_2_6,193.00,2005.00,concord-total,oil,bbl,7537.00,5.82,40.67,40.67,6.99,
f1_fuel_2005_12_193_2_7,193.00,2005.00,paris-total,gas,mcf,2243744.00,1.01,9.37,9.37,9.274230000000001,
f1_fuel_2005_12_193_2_9,193.00,2005.00,paris-total,oil,bbl,35.00,5.82,36.53,36.53,6.27,
f1_fuel_2005_12_191_0_1,191.00,2005.00,tecumseh,coal,ton,878545.00,17.66,19.69,20.19,1.12,
f1_fuel_2005_12_191_0_2,191.00,2005.00,tecumseh,gas,mcf,77380.00,1.02,9.86,9.86,9.65,
f1_fuel_2005_12_191_0_4,191.00,2005.00,tecumseh,gas,mcf,842.00,1.01,11.51,11.51,11.35,
f1_fuel_2005_12_191_0_7,191.00,2005.00,lawrence,coal,ton,2072903.00,16.12,19.11,19.35,1.19,
f1_fuel_2005_12_191_0_8,191.00,2005.00,lawrence,gas,mcf,68638.00,1.01,10.20,10.20,10.11,
f1_fuel_2005_12_191_0_10,191.00,2005.00,hutchinson,gas,mcf,611356.00,1.04,8.05,8.05,7.76,
f1_fuel_2005_12_191_0_13,191.00,2005.00,hutchinson,gas,mcf,56487.00,1.04,7.58,7.58,7.25,
f1_fuel_2005_12_191_0_14,191.00,2005.00,hutchinson,oil,bbl,490.00,5.7451799999999995,29.94,0.00,5.21,
f1_fuel_2005_12_191_1_1,191.00,2005.00,abilene,gas,mcf,67804.00,1.02,8.14,8.14,7.97,
f1_fuel_2005_12_191_1_4,191.00,2005.00,jeffrey (jec),coal,ton,6349750.00,16.74,22.02,22.10,1.32,
f1_fuel_2005_12_191_1_5,191.00,2005.00,jeffrey (jec),oil,bbl,10722.00,5.794067999999999,59.93,68.47,10.34,
f1_fuel_2005_12_191_1_10,191.00,2005.00,gordon evans ctf,gas,mcf,758291.00,1.0150000000000001,11.56,11.56,11.39,
f1_fuel_2005_12_80_0_1,80.00,2005.00,murray gill,gas,mcf,655104.00,1.0050000000000001,7.56,7.56,7.52,
f1_fuel_2005_12_80_0_4,80.00,2005.00,gordon evans,gas,mcf,1415468.00,1.0150000000000001,8.10,8.10,7.99,
f1_fuel_2005_12_80_0_10,80.00,2005.00,lacygne #1 (50%),coal,ton,1161114.00,17.53,17.54,34.62,1.02,
f1_fuel_2005_12_80_0_11,80.00,2005.00,lacygne #1 (50%),oil,bbl,19030.00,5.8157820000000005,67.90,69.54,11.68,
f1_fuel_2005_12_80_0_13,80.00,2005.00,lacygne #2 (50%),coal,ton,1635171.00,16.79,14.52,14.73,0.86,
f1_fuel_2005_12_80_0_14,80.00,2005.00,lacygne #2 (50%),oil,bbl,7523.00,5.81,62.17,0.00,10.69,
f1_fuel_2005_12_80_1_4,80.00,2005.00,jeffrey 20%,coal,ton,1983146.00,16.74,21.99,22.08,1.31,
f1_fuel_2005_12_80_1_5,80.00,2005.00,jeffrey 20%,oil,bbl,3349.00,5.793480000000001,59.93,68.47,10.33,
f1_fuel_2005_12_80_1_7,80.00,2005.00,neosho,gas,mcf,17766.00,1.01,7.15,7.15,7.09,
f1_fuel_2005_12_80_1_14,80.00,2005.00,wolf creek 47%,oil,bbl,2934.00,5.670126000000001,48.37,65.99,8.53,
f1_fuel_2005_12_74_0_1,74.00,2005.00,petersburg,coal,ton,5350921.00,22.64,22.74,23.18,1.00,
f1_fuel_2005_12_74_0_2,74.00,2005.00,petersburg,oil,bbl,17050.00,5.67,63.79,70.16,11.25,
f1_fuel_2005_12_74_0_4,74.00,2005.00,harding street,coal,ton,1650517.00,21.80,32.17,32.88,1.48,
f1_fuel_2005_12_74_0_5,74.00,2005.00,harding street,oil,bbl,9834.00,5.67,62.52,71.63,11.03,
f1_fuel_2005_12_74_0_7,74.00,2005.00,eagle valley,coal,ton,759078.00,21.72,27.60,27.64,1.28,
f1_fuel_2005_12_74_0_8,74.00,2005.00,eagle valley,oil,bbl,10337.00,5.67,64.33,77.75,11.35,
f1_fuel_2005_12_74_0_10,74.00,2005.00,harding street,gas,mcf,1048318.00,1.02,10.79,10.79,10.61,
f1_fuel_2005_12_74_0_11,74.00,2005.00,harding street,oil,bbl,30446.00,5.67,58.73,71.63,10.36,
f1_fuel_2005_12_74_0_13,74.00,2005.00,georgetown #1,gas,mcf,263461.00,1.0050000000000001,9.35,9.35,9.30,
f1_fuel_2005_12_276_0_1,276.00,2005.00,state line,gas,mcf,3980862.00,1.03,8.82,8.82,8.59,
f1_fuel_2005_12_9_0_1,9.00,2005.00,keystone (2.47%),coal,ton,10350.00,25.83,42.35,43.02,1.64,
f1_fuel_2005_12_9_0_2,9.00,2005.00,keystone (2.47%),oil,bbl,47.00,5.77,66.66,71.18,11.55,
f1_fuel_2005_12_9_0_4,9.00,2005.00,keystone (2.47%),oil,bbl,5.00,5.78,67.06,71.18,11.60,
f1_fuel_2005_12_9_0_7,9.00,2005.00,conemaugh (3.83%),coal,ton,15568.00,25.46,34.41,34.14,1.35,
f1_fuel_2005_12_9_0_9,9.00,2005.00,conemaugh (3.83%),gas,mcf,574.00,1.04,12.36,12.36,11.91,
f1_fuel_2005_12_9_0_10,9.00,2005.00,conemaugh (3.83%),oil,bbl,1.00,5.77,58.47,73.49,10.14,
f1_fuel_2005_12_9_0_13,9.00,2005.00,bl england,coal,ton,47305.00,24.89,57.51,58.49,2.31,
f1_fuel_2005_12_9_0_14,9.00,2005.00,bl england,oil,bbl,1642.00,5.9041500000000005,76.39,78.31,12.94,
f1_fuel_2005_12_9_0_15,9.00,2005.00,bl england,oil,bbl,17227.00,6.39,35.96,39.11,5.63,
f1_fuel_2005_12_163_0_1,163.00,2005.00,a.b. brown station,coal,ton,1665768.00,22.343999999999998,28.97,28.07,1.30,
f1_fuel_2005_12_163_0_2,163.00,2005.00,a.b. brown station,gas,mcf,183126.00,1.03,13.03,13.03,12.71,
f1_fuel_2005_12_163_0_4,163.00,2005.00,f.b. culley station,coal,ton,1301175.00,21.586000000000002,31.34,30.26,1.45,
f1_fuel_2005_12_163_0_5,163.00,2005.00,f.b. culley station,gas,mcf,152978.00,1.03,10.42,10.42,10.16,
f1_fuel_2005_12_163_0_7,163.00,2005.00,warrick unit #4,coal,ton,519000.00,21.79,42.55,42.74,1.95,
f1_fuel_2005_12_163_0_8,163.00,2005.00,warrick unit #4,gas,mcf,33510.00,1.02,8.74,8.74,8.53,
f1_fuel_2005_12_163_0_10,163.00,2005.00,a.b. brown turbine 3,gas,mcf,235007.00,1.03,10.33,10.33,10.07,
f1_fuel_2005_12_163_1_1,163.00,2005.00,broadway 1,gas,mcf,109897.00,1.03,9.73,9.73,9.49,
f1_fuel_2005_12_163_1_4,163.00,2005.00,broadway 2,gas,mcf,202714.00,1.03,9.76,9.76,9.52,
f1_fuel_2005_12_163_1_7,163.00,2005.00,ab brown turbine 4,gas,mcf,391926.00,1.03,9.91,9.91,9.66,
f1_fuel_2005_12_161_0_1,161.00,2005.00,mohave,coal,ton,2735597.00,21.99,36.49,0.00,1.66,
f1_fuel_2005_12_161_0_2,161.00,2005.00,mohave,gas,mcf,103271.00,1.03,10.73,10.73,10.38,
f1_fuel_2005_12_161_0_4,161.00,2005.00,four corners,coal,ton,2959722.00,17.84,24.97,0.00,1.40,
f1_fuel_2005_12_161_0_5,161.00,2005.00,four corners,gas,mcf,110817.00,1.08,9.41,9.41,8.72,
f1_fuel_2005_12_133_0_5,133.00,2005.00,humboldt bay 1 & 2,gas,mcf,5417674.00,1.02,8.00,0.00,7.84,
f1_fuel_2005_12_133_0_8,133.00,2005.00,hunters point unit 1,oil,bbl,18853.00,5.81,83.54,0.00,13.37,
f1_fuel_2005_12_133_0_14,133.00,2005.00,hunters point unit 4,gas,mcf,6565033.00,1.02,7.40,0.00,7.25,
f1_fuel_2005_12_133_1_2,133.00,2005.00,mobile unit 2,oil,bbl,12260.00,5.791799999999999,85.19,0.00,13.63,
f1_fuel_2005_12_133_1_5,133.00,2005.00,mobile unit 3,oil,bbl,17922.00,5.79,84.56,0.00,13.53,
f1_fuel_2005_12_151_0_1,151.00,2005.00,allegany station 133,gas,mcf,708402.00,1.01,6.97,8.59,6.87,
f1_fuel_2005_12_151_0_4,151.00,2005.00,rochester station 7,coal,ton,427475.00,26.10,52.06,56.38,1.99,
f1_fuel_2005_12_151_0_5,151.00,2005.00,rochester station 7,oil,gal,178788.00,5.80,1.60,1.68,11.52,
f1_fuel_2005_12_151_0_7,151.00,2005.00,rochester station 3,oil,gal,144836.00,5.80,0.95,1.80,6.81,
f1_fuel_2005_12_151_0_10,151.00,2005.00,rochester station 9,gas,mcf,32117.00,1.01,10.27,10.08,9.30,
f1_fuel_2005_12_72_0_1,72.00,2005.00,clifty creek,coal,ton,4418100.00,20.459999999999997,29.71,30.57,1.59,
f1_fuel_2005_12_119_0_1,119.00,2005.00,michigan city,coal,ton,1417320.00,19.04,27.60,27.13,1.45,
f1_fuel_2005_12_119_0_8,119.00,2005.00,bailly,gas,mcf,50618.00,1.02,0.54,0.54,1.01,
f1_fuel_2005_12_119_1_1,119.00,2005.00,bailly,gas,mcf,27376.00,1.0150000000000001,0.53,0.53,9.63,
f1_fuel_2005_12_119_1_4,119.00,2005.00,r. m. schahfer,gas,mcf,411791.00,1.01,0.19,0.19,8.40,
f1_fuel_2005_12_160_0_1,160.00,2005.00,williams,coal,ton,1820591.00,24.976000000000003,61.00,60.38,2.44,
f1_fuel_2005_12_160_0_2,160.00,2005.00,williams,gas,mcf,301.00,1.04,12.76,12.76,13.39,
f1_fuel_2005_12_160_0_3,160.00,2005.00,williams,oil,bbl,11732.00,5.87,59.78,75.54,10.19,
f1_fuel_2005_12_25_0_2,25.00,2005.00,rutland,oil,bbl,1949.00,5.93,40.89,0.00,6.89,
f1_fuel_2005_12_25_0_5,25.00,2005.00,ascutney,oil,bbl,1357.00,6.09,47.22,0.00,7.76,
f1_fuel_2005_12_44_0_1,44.00,2005.00,belle river (total),coal,ton,4572515.00,18.073999999999998,22.04,22.04,1.22,
f1_fuel_2005_12_44_0_2,44.00,2005.00,belle river (total),oil,bbl,40510.00,5.79,64.81,68.93,11.18,
f1_fuel_2005_12_44_0_4,44.00,2005.00,belle river (deco),coal,ton,3749139.00,18.073999999999998,21.44,21.44,1.19,
f1_fuel_2005_12_44_0_5,44.00,2005.00,belle river (deco),oil,bbl,32943.00,5.79,68.75,72.47,11.87,
f1_fuel_2005_12_44_0_7,44.00,2005.00,conners creek,gas,mcf,1291307.00,1.01,8.01,8.02,7.94,
f1_fuel_2005_12_44_0_10,44.00,2005.00,fermi 2,nuclear,mwdth,1130934.00,0.00,32.33,0.00,0.40,
f1_fuel_2005_12_44_0_13,44.00,2005.00,monroe pp,coal,ton,8732570.00,20.41,32.30,32.62,1.58,
f1_fuel_2005_12_44_0_14,44.00,2005.00,monroe pp,oil,bbl,47992.00,5.81,70.79,74.79,12.18,
f1_fuel_2005_12_44_1_1,44.00,2005.00,greenwood ec,oil,bbl,19652.00,5.82,58.04,71.41,9.97,
f1_fuel_2005_12_44_1_2,44.00,2005.00,greenwood ec,oil,bbl,529073.00,6.28,33.87,49.99,5.46,
f1_fuel_2005_12_44_1_3,44.00,2005.00,greenwood ec,gas,mcf,4197738.00,1.01,9.04,8.90,8.93,
f1_fuel_2005_12_44_1_4,44.00,2005.00,trenton channel pp,coal,ton,2250826.00,20.29,33.19,32.34,1.64,
f1_fuel_2005_12_44_1_5,44.00,2005.00,trenton channel pp,oil,bbl,7265.00,5.80,51.91,73.72,8.95,
f1_fuel_2005_12_44_1_7,44.00,2005.00,river rouge,coal,ton,1433937.00,19.98,33.48,33.89,1.67,
f1_fuel_2005_12_44_1_8,44.00,2005.00,river rouge,gas,mcf,605430.00,1.01,8.69,8.71,8.61,
f1_fuel_2005_12_44_2_1,44.00,2005.00,northeast,oil,bbl,993.00,5.80,49.13,69.03,8.47,
f1_fuel_2005_12_44_2_2,44.00,2005.00,northeast,gas,mcf,51882.00,1.02,8.18,8.12,8.03,
f1_fuel_2005_12_44_2_4,44.00,2005.00,placid,oil,bbl,696.00,5.821829999999999,63.83,76.53,10.96,
f1_fuel_2005_12_44_2_7,44.00,2005.00,harbor beach,coal,ton,171578.00,24.150000000000002,52.87,56.24,2.19,
f1_fuel_2005_12_44_2_8,44.00,2005.00,harbor beach,oil,bbl,4130.00,5.770505999999999,69.82,70.11,12.10,
f1_fuel_2005_12_44_2_10,44.00,2005.00,st. clair pp,coal,ton,4110597.00,18.92,24.35,24.59,1.29,
f1_fuel_2005_12_44_2_11,44.00,2005.00,st. clair pp,oil,bbl,33217.00,5.84,68.93,73.79,11.80,
f1_fuel_2005_12_44_2_13,44.00,2005.00,st. clair pp(cont'd),gas,mcf,281172.00,1.01,9.22,8.91,9.11,
f1_fuel_2005_12_44_3_1,44.00,2005.00,putnam,oil,bbl,1455.00,5.755343999999999,65.85,71.99,11.44,
f1_fuel_2005_12_44_3_4,44.00,2005.00,superior,oil,bbl,884.00,5.81,69.85,78.98,12.03,
f1_fuel_2005_12_44_3_7,44.00,2005.00,enrico fermi,oil,bbl,2327.00,5.77,48.14,72.86,8.35,
f1_fuel_2005_12_44_3_10,44.00,2005.00,hancock,gas,mcf,208007.00,0.89,8.64,8.49,9.73,
f1_fuel_2005_12_44_3_13,44.00,2005.00,river rouge,oil,bbl,757.00,5.79,70.90,72.65,12.25,
f1_fuel_2005_12_44_4_1,44.00,2005.00,belle river,oil,bbl,1031.00,5.803433999999999,58.62,69.47,10.10,
f1_fuel_2005_12_44_4_4,44.00,2005.00,dayton,oil,bbl,542.00,5.81,62.91,72.26,10.82,
f1_fuel_2005_12_44_4_7,44.00,2005.00,slocum,oil,bbl,707.00,5.79,59.55,75.09,10.29,
f1_fuel_2005_12_44_4_10,44.00,2005.00,colfax,oil,bbl,909.00,5.78,59.33,76.74,10.26,
f1_fuel_2005_12_44_4_13,44.00,2005.00,wilmont,oil,bbl,1073.00,5.75,65.19,68.09,11.34,
f1_fuel_2005_12_44_5_1,44.00,2005.00,monroe,oil,bbl,512.00,5.7982260000000005,68.85,74.79,11.87,
f1_fuel_2005_12_44_5_4,44.00,2005.00,greenwood,gas,mcf,1293671.00,1.01,9.47,8.90,9.37,
f1_fuel_2005_12_44_5_7,44.00,2005.00,oliver,oil,bbl,2447.00,5.77,53.56,70.62,9.28,
f1_fuel_2005_12_44_5_10,44.00,2005.00,st. clair,gas,mcf,17363.00,0.91,10.35,8.91,11.37,
f1_fuel_2005_12_44_5_11,44.00,2005.00,st. clair,oil,bbl,380.00,5.82,66.77,73.79,11.48,
f1_fuel_2005_12_44_5_13,44.00,2005.00,delray,gas,mcf,723040.00,1.01,8.99,8.96,8.86,
f1_fuel_2005_12_44_6_1,44.00,2005.00,belle river,gas,mcf,1688680.00,1.01,9.13,8.75,9.04,
